date,acquirer,target,value,sector,subsector,importance,source,url,title,status
2026-08-17,,,,Healthcare,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1822359/000162828026057387/dcgo-20260816.htm,[8-K] DocGo Inc.  (DCGO)  (CIK 0001822359),pending
2026-08-17,,,,Healthcare,,1,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/720762/000149315226038776/ex2-1.htm,"[8-K] NON INVASIVE MONITORING SYSTEMS INC /FL/  (NIMU, NIMUD)  (CIK 0000720762)",pending
2026-08-17,,,,Healthcare,,1,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1757499/000149315226038786/form8-ka.htm,"[8-K/A] Shuttle Pharmaceuticals Holdings, Inc.  (SHPH)  (CIK 0001757499)",pending
2026-08-19,Datavault AI,BankWyse,,Technology,software,2,Finviz,https://news.google.com/rss/articles/CBMizwFBVV95cUxPQjA5cXZ1eEJzWkZ4RGE4SHVxT0Z6VjFSdFNrYzNTZlZ3OXAtbFNMSkdCOXBfOWVLWG5FdDZBWG1RTDdMRE5HSDBfcFV2Z1h0aFktME5OQ0VJQ0c2dVoxeDF0blUxc1BWaklPZ1dzS3BzOFk1RkJIR3FVVHdyNnpmaXNzakNpTkRmaVpBbnpvdVNscURjQURpd0RUV1dXMHVuZldEWEJOREs1dVU1SVV4SDJoM1dqUDkwalZiMHk2MTNJMTQ0QXdGMFhPc2NFeHM?oc=5,Datavault AI Agrees to Acquire BankWyse Subject to Regulatory Approval and Customary Closing Conditions,closed
2026-08-19,ECP and KKR,DCC Energy Plc,,Energy,oil & gas,3,Kalkine Media,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNSUVUV3kwSlpGSlJ6Zk5PVGViRTRNREhnS0xESkRSdzQxd04wTUhxNFlkVmREQXNxWHpOWnlrN193bG1sZXZNS2RlSGFQdGxkbDBFVldOV3VFcThlZW9RTWJNdG82LUJfOVh6Um1tVnlHd011R0cwb2ZkUkxFVnFSdGRVVzkzZXh1S2xBNUVwQTBLZGY2UThhMXNUT3ltbGZ2a25wS2wyOFJWMGpleDEzTVpxcU9ySTBPWGRaZVhnaXJfRHpVYXRDUFc0akoxNGRpQW4zUg?oc=5,BNP Paribas Reports CFD Transactions in DCC Energy Plc Shares Amid ECP and KKR Takeover Bid,pending
2026-08-19,Oakley Capital,Graphwise,,Technology,software,2,SeeNews,https://news.google.com/rss/articles/CBMipAFBVV95cUxOTFBmRlZXLURpcU50LWRIN19aQmlfWVQ1YTB0Y0JkV1FmUXNvcFExdy1LZUhFVGFrZGZKOFBHUU1yZW95WGJqd2RNdkhUNm9kVmwtcHg3aFBvTXhtdHdXUGpzWS1SUDBhcVZaSzVpN0pIUWtFRlZvVkdxVlFnZERGMk9kbWRKOS1qWmxCS25mRm1Ub3NwektRTkpZTGloNFZ4MjhhYw?oc=5,Oakley Capital to acquire majority stake in Bulgaria-active Graphwise,closed
2026-08-19,Munich Re,At-Bay,$575 million,Financials,insurance,4,Life Insurance International,https://news.google.com/rss/articles/CBMihAFBVV95cUxNbGxDcllNZzdnbUgwOHRvMGt3MmpHaTNjREZhcVFkaG51aUFCZmhlc2FTWkZjcUpvbG5BUm1TUWhuNk5vRTIzdlRzVUdvVGlCS3JlalZSQnVpNXZGay1mbV9SSTRTc1oxSTQ0WVFpR2pKY0huNGlfT0Zmd2cwbjRFWGFqVi0?oc=5,Munich Re to acquire cyber insurtech company At-Bay for $575m,closed
2026-08-19,,EasyJet,£7.15 per share,Industrials,airlines,4,AD HOC NEWS,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPX0ExQnpheWhGY0Q4UmVjdmU4UkNQNVVZRlRyTmNZd0NSQ1M2RExfamY3dThRNUVET3ZsZmJuYTJ5WjFLajRRTVhLU2gxTE4zaThnbUkzQnQ2N1kyUEdYU2NJNk9SLXJMdW8xR04xaUEtVGhrZElQNncyeE1pYkhfNktEZ1FSb2h5TjNYWUpIVzNPUVp4TngxMzA5LUdiTEZEeHluX3I3M2x1bFRpYU1XaENRSUU0WUMwelduZEpwUlBqRENVeEotMUVpeUNlLVdh?oc=5,EasyJet stock trades under £7.15 buyout offer as investors weigh takeover bid,pending
2026-08-19,Dcoop,Deoleo,€470 million,Consumer Staples,food & beverage,3,qz.com,https://news.google.com/rss/articles/CBMicEFVX3lxTFB5bXB4U1E4bVRZcDVXd2NqWXVJWFhNUEJQYkpCdXRJSVVCbVZWYVJaU2swVnpKWXpWR18zM285UXQzbklRSUp1eGJDLXI4d05MeGEyZThDTFpFckR5Umw3Ml84NG1aN0JGRy1PRmZ6TUI?oc=5,Deoleo stock surges as Dcoop leads €470 million takeover bid,pending
2026-08-19,Authentic,Care Bears,,Communications,entertainment,2,webwire.com,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1ianVSMDc5OWN4MTJUaFdOSkZzOHdQbDlSUGtRQUlETVNkVVBqa1IxVmd4eWNUNFBuYmQwcFlDWGNVRTkzS2FhUTA2NnlhTm5Ob1BvVlFiY09rc1NOWmk0LUQ3SjdYRW5Q?oc=5,"Authentic Completes Acquisition of Care Bears, Establishing New Character Entertainment Vertical",closed
2026-08-19,Datavault AI,NYIAX,,Financials,capital markets,2,Investing.com,https://news.google.com/rss/articles/CBMivAFBVV95cUxNSDhTbHJqN3lNcnQyUFBnT2Q1V1ByUXc0QW11Z3JfZzFzakd1RTkzQjZwUHl0YTlEckJiVDVqOHR3bk5kTERmRmVlTnhDalc2eU1IRFZIT25QNDNjQ3FSUUdoUWJaTXEtTFVlZVdFUTFncUJaLVIxSllUN292U25aTlEtaTZMaUExTHU3MlhaOXV6UGFud0xHX3V1Z1VCc0xWYzh3eXB5U05YWGN3dlNPZy16aDg4NlVEN2dIVg?oc=5,Datavault AI completes acquisition of blockchain exchange NYIAX,closed
2026-08-19,Antin,Vigor Marine Group,,Industrials,shipping,3,DredgeWire,https://news.google.com/rss/articles/CBMifkFVX3lxTE5QY2lJMVB6ZlZGemdOa0ZsRXdSRnV3WUpiZHhMNHJTUHYzWXVaR1UyM1lHZnQtamo0Y0VsOEpMcEV4RURIb1lkRWxiUWNyVC1TY2hKNFRhelYwNFlIZU5XN3kxYnZRNzRkWUJ3MHdVY293R2w2UHRNVmUwTkxhQQ?oc=5,Antin Completes Acquisition of Vigor Marine Group,closed
2026-08-19,Nexus IT,Loyal IT,,Technology,IT services,2,The Herald Journal,https://news.google.com/rss/articles/CBMihwJBVV95cUxQZmFibWdaUlVMMEsyV0thaldBVWo5c0ZYdFNRamdxTlkwZ3kzbTBPWXo3UHhYaHJRbnNvb1dOOVhrNTZ4SWxjeVdaWG1WNmpRUHZCcE5KcGprYkw1dWhXYjlyeS1Vd3JYdDNtNDFVYW44TFI0d2c1bndSXzJ1UnpvaHpINEJVNTRIMkpsOFI0UENEaXowRWp5RzY2RUpZcHRtVzZ4Mm9IZkt1VmoxSzZKTklIUTRubkV0NkVmcXJlSWFET2hGZ2JsclBfd1BIZG1OWXA3engxemZJTE9ZSGxNZ3F5NC04UXUzNnFKOUVqVmU5blJFcXlibFZYaTU4Tml5WGlrZFlXWQ?oc=5,"Nexus IT Completes Acquisition of Loyal IT, Expanding National Platform into the Texas Market",closed
2026-08-19,Veralto,Cleanwater1,,Industrials,machinery,3,PR Newswire,https://news.google.com/rss/articles/CBMipAFBVV95cUxNNEd5UU4wUHdlcU80cWZiZl9PUDJwQ2ZBV2IxWFlfRDhNZUNKRldTNTlMNXJ0RWJFQXdxazBuVU45dmtVMlVtZmlaNWtjYVI1clJ3TEhhb3JBLVM2OVpIU2p6ajRtb0RJYmVwVl9vZ3Q5LW42Yi1vbmw5WUpSdGRHNXYyUXVOdmkzTXJBZE1xNk5rMmVvQ2htYUQtdmxRekV1T2J4VA?oc=5,Veralto Signs Agreement to Acquire Cleanwater1,closed
2026-08-19,"Minor Food, Serruya Private Equity",Bonchon International,,Consumer Discretionary,restaurants,3,marketech apac,https://news.google.com/rss/articles/CBMitwFBVV95cUxQWFhSNlotb2FkelFBN2lpZHBoQXFfTTZYbnN4aFpVOFRtX3RFR3ZKclhTRVloMWxUbV95RnAzb21RSktKanVyMzFRU1hGajZqeEs0YTdRSFQ0OGpMMWl1SkZKZEljTUY5WmV0d0xDOXVEUXFTOFBlZ3pjWUhxbTV3NVRWNnl5TFA2TU5OTjR4MldVSVdyUVdZemg4Q1FiNDBWMXBJb004bkNKYXJoVmY3SkYxR0RNNjA?oc=5,"Minor Food, Serruya Private Equity to acquire Bonchon International in global growth push",closed
2026-08-19,Ridgeview Partners,Pinewood Technologies,£545 million,Technology,software,3,London South East,https://news.google.com/rss/articles/CBMitwFBVV95cUxNS0xqeE5RUUJ2a1F1X2xvUHBIN3NHb0s2Vk0xV1FPdXB3a3lXSERaalIxT2FERC1TSWdKOGt3VDhNTnJrMEJoUjhPRktzcWdhVGFaWVBhVDlqMUlObXBjWVZJZVZQTjVsbjluVnlyZmxuVl9jRllJLUZUa2tMSW56YWtuZURpTUFxMTBkMGpDcURyT0FETmtKaTE0NzNtRW9fczFCbFZTaGdrMVIzdUVkU3NpejlLems?oc=5,Pinewood Technologies agrees to GBP545 million private equity buyout,closed
2026-08-19,TTM Technologies,Radio Technology Business,,Technology,electronic components,3,Yahoo Finance,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOMi1HV29GZ3ZIbWtDUmFicVZCY3BHSWwtMjZnMTZjTXEya2F2OThEN2VVMXJ3dnNoejRWT04tSklwZnViSmxuSWNjai0wVE9aY01DRHFrbzF3RlF2amFvZzhvbWZYTTBsUWRaRk5lZzhPdV9vNGdEeW13ckZDSWszLUlBTVZLdVRoTks3ZllCblJQRHN3X0VhSUhfSzd1X0NqRTBYLUdkSTY?oc=5,TTM Technologies (TTMI) Reaches Definitive Agreement To Acquire A Radio Technology Business,closed
2026-08-19,Sefas Group,Shell's Fuel Station Business in Indonesia,,Energy,refining,3,Jakarta Globe,https://news.google.com/rss/articles/CBMipwFBVV95cUxNVVRMX0ZWR1pQQy1ldlpwSG9WRTROMUZ3VEw3SkdzdzFYZHRZUlliQ0pTeTIyRzNjUk9KdTlZaHNZdGxoblhYQzctbktrbVdFbF9ZZUF6UGkwZlFMUjBNVm9HdUczbWVMdlpXb3VHZ2lNZ0xIckhzQ1FwMGxUNVgzNXp5blZmaUpEUnAtekpFR1ppalBwN0JVX19LNDFqdW1nd0VVZXRyMA?oc=5,Sefas Group to Acquire 100% of Shell’s Fuel Station Business in Indonesia,closed
2026-08-19,ECC Ventures 5,Bayrock Resources,,Materials,metals & mining,2,app.dealroom.co,https://news.google.com/rss/articles/CBMijAFBVV95cUxNSmxvT0gyQ01vTzhBSXVacUhzTUlyNGVucmZ0ck5kb2E2RHBJWWM5bmY3MzBXYnJ4aFNRTHRmWnJqWEQ0bGV5SkY2S01FQk5UTEtoN0s4ZUpxWHNyTmU0dE5GdXVRRTBkVHJwS0NTWkRjSEFBMEJxN3lsMHFPa2xlQUNYYWVBdnhuS2Q3SQ?oc=5,ECC Ventures 5 agrees to acquire Bayrock Resources,closed
2026-08-19,Landmark Properties,The Domain at Oxford,,Real Estate,real estate development,2,Global Student Living,https://news.google.com/rss/articles/CBMioAFBVV95cUxOaERYYzMyR1hSa3NhMng1aGg4U3RmNTlKOWMzRFRUclo0cVBGUzVzeVdaRFdFbWJ0SUtaV2U0UTBzSGFGSHRCNktURUNOUFQ1Nl9OdnlRZzNwX3JFaDVVTktCTnNjNXZXT2Z2NmZhTE1iaEVHa0tmeGVmUTRiRHdIS0pwNktzZ0xCcmRUd25pNGJJN01ZaUdFVFBWZnZiUEhQ?oc=5,Landmark Properties Completes Acquisition of The Domain at Oxford,closed
2026-08-19,Aker BP,interests in Losgann/Froskelår and Slagugle discoveries,,Energy,exploration & production,2,Aker BP,https://news.google.com/rss/articles/CBMirAFBVV95cUxQWEh1RVRlVG9Iem0yOEFzMV82b3g0Ul91dDU0S1pzbE5uVFFMVmlMd2hsMFhJbGVtX2NXbVljUTkyTGVETUtadEhGNE9DdDh5dThLSjZmYTQtbGtNSmZpNE1XSmw1SWhhTEotZ2VYNElPZS1iQ21fd3VTVlRwV3RZUVM2dVhpS256ZkxEVXhuRlNhMWJ1RFlIWHJjQl9DMDQ0UGp4aXZyYnJHM0NV?oc=5,Aker BP acquires interests in the Losgann/Froskelår and Slagugle discoveries,closed
2026-08-19,Equinor,17.4% interest in Namibia's Orange Basin block,,Energy,exploration & production,3,Offshore Technology,https://news.google.com/rss/articles/CBMijAFBVV95cUxPOUx0X1hWS3ZzLVpHelJYOHNZNEphNTZtcFNPckFudXNsTS15eVMtTDFnQXgxcnNEZ1lPTXN5TTVqaHVlMW8yU3NMU1hzZ0YxVVk0SDVrRlh1NU11b0lmcnI5cUlKMTVRYUJMOXR5ZVM2TS1fVm8xVmJiZjFsdVhjN2VUMXR2ZFQyZnQySQ?oc=5,Equinor to acquire 17.4% interest in Namibia’s Orange Basin block,closed
2026-08-19,Enad Global 7,Cold Iron,,Communications,interactive media,2,TradingView,https://news.google.com/rss/articles/CBMitAFBVV95cUxONzVKNmd6SGhjd2k0SzVJZllBYWlFMjBwblFEVHhXZWU1TWhvWEtZUG1xNHpNTUQ0aTZZWENQdkFfZV84ZEN5QmdheGtYZ0dQYVNscGtQQUNfNVlOSFNuN2VIUzVjYlBkc2lQTnU0R2hWalZKaHpkbGlEN0lZQUI0REpheEZJUXM3VVRNLXl0Qi1DVlEwcmFUNW1IekRVRTluOFhYb01sYS1qZW5pT1RKNDFfTFA?oc=5,Enad Global 7 completes acquisition of Cold Iron,closed
2026-08-19,KKR,BookMyShow (minority stake),,Communications,entertainment,3,Business Standard,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPLUF1eFJ1X21PUTZHamxqOGpZNzNub1IzVDFQcUtUNTZHUW56Nm05LUYzSElwWWpsYWFvekxuNlBMZmdWMzBBZEsyMzQ5emsyQnFNODIxaElCdGhpNVdST2F5TERfOGFmSktkWlUyenE1SDQxWHcwNTZ5WFo1SmdVUDY4QU5Sai1wTXFtcGFWbklQeWJYeHFaVXZZN1EwUFV5NjVKYVRPOHlWTTRjcVBiX09tYjRzV193OXFfVUhURm7SAcYBQVVfeXFMTmNuUWdqczBDY3B1TVNJRkZHMHFKUUxUUVp3bnNxZTR0bVBYY0pZU2h3ZXlYa0NEN1ZBLXJFRTdaVldrU2NIbG1EMnVCNXRqak1GaVFYQXZxNXdaYWpTem5XRVJOM1l4Zk52QVdQenhkR3lRV2ZQcUk0VTJCVlBvSUFFcnZWMUVOWjc1TVdWYjk4OG1YNEtzTC1oVGtmb2N2NU55eUg2WUJ5ZmVHZTFEQkJOQTJTeXp2cmQ4UEhoenZuZjBud2Rn?oc=5,KKR signs definitive agreement to acquire minority stake in BookMyShow,closed
2026-08-19,LEO Pharma,Worldwide Dersimelagon Rights (Tanabe Pharma),$435m,Healthcare,pharmaceuticals,3,Pulse 2.0,https://news.google.com/rss/articles/CBMisgFBVV95cUxNdEtpdEpPQVE5WkhKejRqS1RfbmRZMVNmT0JyVEJza0lkeDZwcmM0V3ZZRTBHTVlFVXpwSEcwRWstalhiei1uSURxY2p0RWlKY3B6R0tzZlRoaUdIZ0JkVV94cWZISkhhb2N6MS0tWUxDZFo4SGRNQV80dEx0el9QeGdfUnFyVHd1RE82WjY1NDVocndHTGc2cFowdXRNdVgtREk2VGVEd3hIaTNnb1BuNWFR0gG3AUFVX3lxTE5qRUVKZ0VtUFZFck1VVUVtSFZabkkzbWdOWEhpX3ZmRjZabjBiUWl1VE5BamhYNXFLSkloYkJ4RE1tQWIyZzAxMVJpNEZ6UzBKc2EwWjdoNmotUU03cTk5ZjJrejF3WmJKWFZoNTVPb0t6c2FNd2NfSDhPb2k3U2JYYXZ4RXhVWldFeWU4WmQzMHIySEsxeVgyU083YUlheG9lQk9DMzNaZGpHc0IwR1V6SDFsclhPSQ?oc=5,LEO Pharma To Acquire Worldwide Dersimelagon Rights From Tanabe Pharma For Up To $435 Million,closed
2026-08-19,Nota Bene Ventures,Green Monkey CBD,,Consumer Staples,personal care,1,app.dealroom.co,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOMnc1R19NbnBtN180eE1BSkZBYjdLdndVekQwdXpSTHdydm4yVWtON1NheGhiVUJTekNuenFxYXZibTBZbmN5ZFJKUDdSSG9uWm5YLUEtS0lWdEs2aGtWcV9PajZOanltSW5sTm1haUl2ckRqX3hQUEV1YUppU214cTJUUjhjTXFJQkNFTkE4ZUhDWmNvWkIyb1FMZWRFZGkzT2I3SE9wVkpBbEE?oc=5,Green Monkey CBD to be acquired by Nota Bene Ventures in reverse takeover,closed
2026-08-19,,,,Technology,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1609151/000160915126000100/weav-20260818.htm,"[8-K] Weave Communications, Inc.  (WEAV)  (CIK 0001609151)",pending
2026-08-18,QEM Limited,"Idaho Tungsten, Fluorspar and Niobium Projects",,Materials,metals & mining,2,Kalkine,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPX2tBMl83M1lZMUlqejlFMlZjWVVabEpRQktyUHdZSWRDSzFJcGpQT3F5NGRQR096Qjc5aHdzZlo0bWZOTjhuOVloQi1xOFBWeUJZV0stZUl6LXdhRnVPSVNNMk5UNlQ2LUlrVU42WVJsWnBxN1M5N0g3YkE1LWxTU3NmdEgxdGh1V2xPVWtvVkFTNlh4aU82VlpWWUx0SDdvZlphSWxGa2YwQTVOdWQ3c2JnZ0l6Z1E0QjRpSEF2X3hWQQ?oc=5,"QEM Limited Completes Acquisition of Idaho Tungsten, Fluorspar and Niobium Projects",closed
2026-08-18,BetterHome,MSS (Stonebridge parent),,Financials,consumer finance,2,Mortgage Soup,https://news.google.com/rss/articles/CBMijAFBVV95cUxNS1NzSmtRcmw4aFpkQW92dzQ2c3hxQVpNVVhRbzIya1h1dmFKS3ZyQmxFZmRPd25zQV9ZVUswajFvRFg1c3BVVXlWaFljME80SmIyZEo3T2lCUUtkSm44N1pCS1hSVkFtdnRWU3lZZXh2dXVYb0wtd05BYVpMSHhHTUkzdGRWTHZrNFZ2ZA?oc=5,BetterHome agrees deal to acquire Stonebridge parent MSS,closed
2026-08-18,French Private Equity Firm,Vigor Marine,,Industrials,shipping,2,The Maritime Executive,https://news.google.com/rss/articles/CBMipgFBVV95cUxNZGxaX3F6SnFBanRjSFZEUnNDdmJxVXA1SmNpVC1GMVhWN3VOSGpBRHlTVmh0Nk9hWF9sSmpiSk9HdEdjNnFsVG9rM1d2VnRtVmRuYldFd3FXa2NuOHZCaGh2N0NYQnhBeHRfQjAtaHF5S256WXZpXzBlZUxJSGQwaExPVG15MFFDNGtyVlgxeENSeEtrV2JZT2JMTmVnc0VFVTlHanJB?oc=5,French Private Equity Firm Completes Acquisition of Vigor Marine,closed
2026-08-18,,Wood Smith,,Financials,capital markets,2,PitchBook,https://news.google.com/rss/articles/CBMiogFBVV95cUxOaDdGOXJ1WS1QZTFjaEtYSmdaMjFmN2Q3N2w1a0hweEhBQUF5UkpzZU40UWc2T05LenI1a1g4ZmFmVW9oRC01SUc2NU9VWUt5Z3lwQjUyU29LNzVablp0Z0MzMmljVTQ5cE1EM0RIdVZvN2tBVUpCajRLUEFJbE1Ic2NpM0xkd3RrbXppYjVzTUZZUHR4ei0tRUpzenJIMkQweEE?oc=5,Wood Smith agrees to be acquired by PE as legal fever takes hold,closed
2026-08-18,New York real estate investors,H&R REIT,$3.4b,Real Estate,REITs,4,theglobeandmail.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPNXNMRlpPMzRhcVhqRmxsNXVZWHR3eEswTVV2ZlpVaE84eE9GcFBRZzBPTDFyVDYzQ25LWHFYNEhMNGk0cUg0M2dOcTMwNG0wNWozWERDWVljYy1pVkpFYVpYejBFYTl0NDkzYVJmTWQtQnZHSVd3SDBxdVUtN2NHb0MzTmVpelRnNWxZZXJzNThSWUluOUloRDlSYnJvV0s1VnZudlhJR2l4M0w2MzQwNlNEb3ZJTC1J?oc=5,New York real estate moguls embrace Canada with $3.4-billion takeover bid for Toronto-based H&R,pending
2026-08-18,Amazon,Globalstar,,Communications,telecom,4,Stock Titan,https://news.google.com/rss/articles/CBMiswFBVV95cUxPX2dha0xjNW5xTVBHZzlpX05FR3dnSUtJTWt1b1V4TzhWbnBTckxBcWd2ZkNrWmV1M1FMRDRaRlJBamRicDJTZXRtc0dLOUFnQ0puTGw2dS1kTG1BMGtNejhLUzlsY3YwUU9BaEkyOGRRSFdIaGd0aWlROThlNzdoem1EbTJmdnloUGQzTnlXWS10STcyWjgtYnFST2VONGpCRjdpZFd0TjJ4Sk5IdWE0ZTktQQ?oc=5,Amazon to buy Globalstar (NYSE: GSAT) with cash-or-stock choice and Apple risk,closed
2026-08-18,Dover,Leistung Engineering,,Industrials,machinery,2,Seeking Alpha,https://news.google.com/rss/articles/CBMipwFBVV95cUxNbE9kdXpqeXFSOG1udThuWVgzMHBEdzM4amNVUDZhX1ByaHpWU1dqYnQzNVRuTnQ4UVU0ZnRoMWZPOG5HWHpRT204WGU2M0gtNzJVMnEwbEpqTUN5OUtEYWMtRlhVdG1nWkJPR2FKOHdlc3lJTTFIRGswMzFSTnZta2VfZ3A4Z0RkWXNXalNaUXpCV09zQkQtZWJSYmx3OEpLQjh1d0k4OA?oc=5,Dover to acquire Indian cryogenic-valve maker Leistung Engineering (DOV:NYSE),closed
2026-08-18,Piramal Pharma Limited,Yapan Bio Private Limited,,Healthcare,biotech,2,PR Newswire,https://news.google.com/rss/articles/CBMi5AFBVV95cUxNV29XWmFndVp5clQySEtOZ0xVMHNYNmZyOU9VaDB3ZFZ0U1lHeEJOMXJEVkk5R3hqWjR4TXdqM0NsMjhUR1NyQ3BxbkNJeUNqb0tfamN1WWl0bTcxaVAycnpHWU9JUkQ3MHBDUzRrVndpOUs5YnZ4RUtOdUQ5N3RFSmZDcTRPZDkxblp5OVVqMmR5eHcybF9aV2JJNnFXQjAyZ2pxZ3YxLWY2TWZVN2hfM00ydGhQUTRSV3ZvclQxZGpfZlI4blNMMGtiVFFJakxXZzVDWl9uRlhWaWZYQl94UnNrNFM?oc=5,Piramal Pharma Limited Completes Acquisition of Controlling Stake in Yapan Bio Private Limited,closed
2026-08-18,Alliant,Nava,,Financials,insurance,2,app.dealroom.co,https://news.google.com/rss/articles/CBMimwFBVV95cUxQYkplSG85N2pUcXlidGgyYU5NaTM5OUpPRU8zcGJVck5LcGsyVXQ3NEUySnBoRWlOaERzNk9YTHgtWmpFUnFISlNYRXp2RWRDa3NqUW90bmdDelhiT2x3aDEzQXBZTkgtRDFzN3FiV2hINGJ0OWl0UXVxVUppazFKSGpKWFFkc1BYWDBpMXd3dzc5bEJHSGFRM2ZNOA?oc=5,Alliant to acquire AI benefits platform Nava in brokerage bet,closed
2026-08-18,Mitsui Chemicals,Ultradent,,Healthcare,medical devices,3,webwire.com,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9kOE1hdGtRQXJacXZuaUgxZnctNnNPZVh6a3VkQnk5ckpHc2VoQmxsVG5RMGJ5cU9jbGt0SkRkMGs1YXM0NHJjTEVCenI5eGsxNVMzQWZoRC1uR1JBaGg5ZA?oc=5,Mitsui Chemicals Completes Acquisition of U.S.-based Ultradent,closed
2026-08-18,DAZN,ViewLift,,Communications,media,2,sportsvideo.org,https://news.google.com/rss/articles/CBMihAFBVV95cUxNampBUnlPRk9sejRnRzRaWlR0aDA2M1VucWFiTUo4ZTJLMWJqaGdYNnpjNUhoTmNjcE03em5PMGlFUE56MzZ1cVdnUlQ1ZVdBWHRya01ZNWw2VDhfcWFnY2ZsVzExUnpnSFJzMlE5dTdYOGVDdDVPbl9NVVRROVV6RGFrRFU?oc=5,DAZN Completes Acquisition of ViewLift,closed
2026-08-18,R1,Humata Health,,Healthcare,healthcare providers,2,MobiHealthNews,https://news.google.com/rss/articles/CBMikwFBVV95cUxPSFVCQl9EcmJ5bTJSb3QwOGZUbUNrTV9rSEpIeHpKNXpfbWFRdkp6ZU5mVTRsaTNJSE5ZM1l6YVF5T3dTcExzRkNMMVR5c3BtT0VYY2F5M19fejVJeU9FY1hjNXJaYmhtR0xWX3pDZHdBSEd0ZHJyUW03eFdVOEZ0SEdoZFAtR01IMzZpVFJQWDlaOWM?oc=5,R1 to acquire Humata Health and more digital health news,closed
2026-08-18,KKR,UGI,$9 billion,Utilities,gas,4,Pulse 2.0,https://news.google.com/rss/articles/CBMilAFBVV95cUxONEtOeHBTTUpJalVkdU4wREstb2ptN0Nwa3gwTnJrMnFVUnZjTGRBQ2todWxIWEl2djhyY1lxaDZQcGFKc0o3SVMxa1lCWjEyaUNWZzBrV3F4bXlMekZUSU1rSU4takFDb3R4Z1NtVzl6NV8tN3puc2V6LUk1eHphdVp2eHlPSHlzSy03VzR3Tl9zYk9Q0gGaAUFVX3lxTFBoRXVGX0dsX3BOUW1pZzhjRDYwRkNLaHh5QzBSMWEtbElzc1JXVHNZOEd6TFNmOFJyNUVhRzdVMjl4aUxRT3RneWRKZFBwTkNoWXE4dm1TazZGOUF6WWFsYWRicGJYOUZCYmR0UGdta0pSZ2c0UXJMWVl6cUYxNUoydmMtU2twdE1EWVBDamdHSUNsdGZiaVB4UEE?oc=5,KKR Reportedly Makes $9 Billion Takeover Bid For UGI At $42.50 Per Share,pending
2026-08-18,,Blue Ridge Bankshares,$448 million,Financials,banks,3,Virginia Business,https://news.google.com/rss/articles/CBMimgFBVV95cUxNSHRjMURUNHNQUnNXd01tdlJpQ2h3VnI3VVlfSi1QdEd3MXVsMVZqQWxBckdBNGYzX09wRTZsaHpaSWJ5Ui1pU2NnLUNDT01NRTRPTUZDQVFwUEFoVllhRlp2X0pTSEdUVXJpeGl0ZnprQVNDaEVYb1RlcktuTlN3NGdJOUE4b2FyOFdEVm9WSjFPMG1acHdPTWZB?oc=5,Blue Ridge Bankshares to be acquired by N.C. company in $448M deal,closed
2026-08-18,Providence Equity Partners,CheckedUp,,Healthcare,healthcare providers,2,Business Wire,https://news.google.com/rss/articles/CBMivAJBVV95cUxONjN1UE11SXJ2c29IdDUtemxsQ0ZhNFY4OHZ0b2pEZlNwdTJMVWxMMWtiRlNVMnpvcGtoUkFnTXU5R3lZS3hBWVc4VlJaVTdZbGJ4eDIySGYxZ1NkdXVFSlFlaldOWmRsWWwzb2RzVDdFb1NjQWljdmpJc1FpbTdLLWQxcFN0U1Vha2llaUQ5YjUwY2RXWERxR2pvWEhMcy1GVDlpS0FXTjRHWlVRZW1FWEQyTFB1WlBabzF2RF85a0RTZnN1dGwxMjUyb0NTaHdqUjl2cU1tWTRGT1pyMWdLZGlOYkk3RjJVVzZKZ1ZhV3A4MC1Xb0t6amRKOTFNYjRtdmp0VE5aZlVsM205MUhqckRRODFRTktjanBpSFUtVnV3SC10RWJ5ejFuTzIwRTNrOWUtalNxaC1vYWdY?oc=5,"Providence Equity Partners to Acquire Majority Stake in CheckedUp, Accelerating the Next Phase of Growth for Leading Specialty Point-of-Care Engagement Platform",closed
